"Sie haben folgende Auswahl für die Qualitätsdaten-Abfrage getroffen"
"Messstellentyp: Isotopen"

"Messstellen"
"Anzahl Messstellen: 24"
"Messstellen: IN70000007 Sillian, IN70000008 St. Jakob / Defreggen, IN70000053 Hochfilzen, IN70000056 Kufstein, IN70000057 Pertisau, "
"IN70000058 Achenkirch, IN70000059 Steinberg / Rofan, IN70000060 Hinterriß, IN70000061 Scharnitz, IN70000062 Seefeld / Tirol, "
"IN70000063 Gries / Brenner, IN70000064 Patscherkofel, IN70000065 Innsbruck (Universität), IN70000066 St.Martin / Gnadenwald, "
"IN70000067 Gerlos, IN70000068 Obergurgl, IN70000069 Längenfeld, IN70000070 Haiming, IN70000071 Fernpaß, IN70000072 Reutte, "
"IN70000074 Nauders, IN70000075 St.Anton / Arlberg, IN70000088 Nassereith, IN70000089 Innsbruck / Flughafen"
"Übergebene Messstellen, die in der Detailansicht nicht angezeigt werden sind im untersuchten Zeitraum nicht beprobt worden!"

"Parameter"
"Parameter: I100 Lfd. Nummer, I101 Probenahme-Beginn TT-MM-JJJJ, I102 Probenahme-(Ende) TT-MM-JJJJ, I103 Flaschengewicht g, "
"I104 Niederschlag - Monatssumme (mm), I105 Laborcode - Niederschlag I104, I106 Niederschlag - Art, I107 Lufttemperatur - Monatsmittel (°C), "
"I108 Laborcode - Lufttemperatur I107, I109 potentielle Verdunstung - Monatssumme (mm), I110 Laborcode - pot. Verdunstung I110, "
"I111 Pegelstand cm, I112 Durchfluss m³/s, I114 Delta 18O (? VSMOW), I115 Messgenauigkeit Delta 18O (?), I116 Laborcode - 18O I114, "
"I117 Delta  2H (? VSMOW), I118 Messgenauigkeit Delta 2H (?), I119 Laborcode - Deuterium I117, I120 Tritium - 3H (TE), "
"I121 Messgenauigkeit Tritium 3H, I122 Laborcode - Tritium I120, I123 freies Luftvolumen (ml) bis 2003"

"Zeitraum der Abfrage"
"Januar 1990 bis Dezember 2024"
"Probenzuordnung: GZÜV, Land"

"Definition der Ausgabe"
"Parameter werden in Spalten angezeigt."
"Leere Ergebniszeilen werden gelöscht."
"Zu Messobjekten anzeigen: GZÜV-ID, Name, Gemeinde, Höhe Messpunkt"
"Zu Parametern anzeigen: Parameter Nummer, Vollständige Bezeichnung"
"Format von Dezimalzahlen: Dezimalpunkt (.)"

"Abfrage durchgeführt durch Öffentlicher Benutzer am Mittwoch, 3. Juli 2024 um 13:37"

------------------------------------------------------------------------------------------------------------------------------------------------------

GZÜV-ID;Name;Gemeindename;Höhe Messpunkt;Monat;I100;I101;I102;I103;I104;I105;I106;I107;I108;I109;I110;I111;I112;I114;I115;I116;I117;I118;I119;I120;I121;I122;I123;
"IN70000072";"Reutte";"Reutte";"843";"Apr 1994";"";"01.04.1994";"30.04.1994";"";"118";"ZAMG";"";"";"ZAMG";"";"";"";"";"-16.81";"";"GSF-München";"";"";"";"17.1";"";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Mai 1994";"";"01.05.1994";"31.05.1994";"";"140";"ZAMG";"";"";"ZAMG";"";"";"";"";"-9.22";"";"GSF-München";"";"";"";"22.2";"";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Jun 1994";"";"01.06.1994";"30.06.1994";"";"122";"ZAMG";"";"";"ZAMG";"";"";"";"";"-8.57";"";"GSF-München";"";"";"";"19.8";"";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Jul 1994";"";"01.07.1994";"31.07.1994";"";"138";"ZAMG";"";"";"ZAMG";"";"";"";"";"-5.13";"";"GSF-München";"";"";"";"29.2";"";"Seibersdorf Research-Arsenal";"15";
"IN70000072";"Reutte";"Reutte";"843";"Aug 1994";"";"01.08.1994";"31.08.1994";"";"169";"ZAMG";"";"";"ZAMG";"";"";"";"";"-5.82";"";"GSF-München";"";"";"";"19.9";"";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Sep 1994";"";"01.09.1994";"30.09.1994";"";"108";"ZAMG";"";"";"ZAMG";"";"";"";"";"";"";"";"";"";"";"17";"";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Okt 1994";"";"01.10.1994";"31.10.1994";"";"56";"ZAMG";"";"";"ZAMG";"";"";"";"";"-10.54";"";"GSF-München";"-90.75";"";"GSF-München";"17";"";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Nov 1994";"";"01.11.1994";"30.11.1994";"";"102";"ZAMG";"";"";"ZAMG";"";"";"";"";"";"";"";"-132.4";"";"GSF-München";"8.5";"";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Dez 1994";"";"01.12.1994";"31.12.1994";"";"99";"ZAMG";"";"";"ZAMG";"";"";"";"";"";"";"";"-139.45";"";"GSF-München";"8.6";"";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Jan 1995";"";"01.01.1995";"31.01.1995";"";"179";"ZAMG";"";"";"ZAMG";"";"";"";"";"";"";"";"-118.7";"";"GSF-München";"8.1";"";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Feb 1995";"";"01.02.1995";"28.02.1995";"";"88";"ZAMG";"";"";"ZAMG";"";"";"";"";"";"";"";"-120";"";"GSF-München";"9.8";"";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Mär 1995";"";"01.03.1995";"31.03.1995";"";"151";"ZAMG";"";"";"ZAMG";"";"";"";"";"";"";"";"-114.4";"";"GSF-München";"12.2";"";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Apr 1995";"";"01.04.1995";"30.04.1995";"";"132";"ZAMG";"";"";"ZAMG";"";"";"";"";"";"";"";"-87.2";"";"GSF-München";"22.1";"";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Mai 1995";"";"01.05.1995";"31.05.1995";"";"121";"ZAMG";"";"";"ZAMG";"";"";"";"";"";"";"";"-79.55";"";"GSF-München";"22.7";"";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Jun 1995";"";"01.06.1995";"30.06.1995";"";"271";"ZAMG";"";"";"ZAMG";"";"";"";"";"";"";"";"-95.8";"";"GSF-München";"21.1";"";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Jul 1995";"";"01.07.1995";"31.07.1995";"";"106";"ZAMG";"";"";"ZAMG";"";"";"";"";"";"";"";"-33.75";"";"GSF-München";"29.2";"";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Aug 1995";"";"01.08.1995";"31.08.1995";"";"264";"ZAMG";"";"";"ZAMG";"";"";"";"";"";"";"";"-66.75";"";"GSF-München";"19.4";"";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Sep 1995";"";"01.09.1995";"30.09.1995";"";"75";"ZAMG";"";"";"ZAMG";"";"";"";"";"";"";"";"-76.35";"";"GSF-München";"14.4";"";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Okt 1995";"";"01.10.1995";"31.10.1995";"";"9";"ZAMG";"";"";"ZAMG";"";"";"";"";"";"";"";"-112.8";"";"GSF-München";"10.9";"";"Seibersdorf Research-Arsenal";"300";
"IN70000072";"Reutte";"Reutte";"843";"Nov 1995";"";"01.11.1995";"30.11.1995";"";"122";"ZAMG";"";"";"ZAMG";"";"";"";"";"";"";"";"-114.6";"";"GSF-München";"14.6";"";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Dez 1995";"";"01.12.1995";"31.12.1995";"";"114";"ZAMG";"";"";"ZAMG";"";"";"";"";"";"";"";"-131.4";"";"GSF-München";"7.5";"";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Jan 1996";"";"01.01.1996";"31.01.1996";"";"14";"ZAMG";"";"";"ZAMG";"";"";"";"";"-19.5";"";"GSF-München";"-146.3";"";"GSF-München";"8.4";"";"Seibersdorf Research-Arsenal";"350";
"IN70000072";"Reutte";"Reutte";"843";"Feb 1996";"";"01.02.1996";"29.02.1996";"";"45";"ZAMG";"";"";"ZAMG";"";"";"";"";"-20.79";"";"GSF-München";"-157";"";"GSF-München";"17.6";"";"Seibersdorf Research-Arsenal";"15";
"IN70000072";"Reutte";"Reutte";"843";"Mär 1996";"";"01.03.1996";"31.03.1996";"";"83";"ZAMG";"";"";"ZAMG";"";"";"";"";"-13.32";"";"GSF-München";"-96";"";"GSF-München";"28";"";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Apr 1996";"";"01.04.1996";"30.04.1996";"";"67";"ZAMG";"";"";"ZAMG";"";"";"";"";"-11.51";"";"GSF-München";"-84";"";"GSF-München";"27.3";"";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Mai 1996";"";"01.05.1996";"31.05.1996";"";"162";"ZAMG";"";"";"ZAMG";"";"";"";"";"-9.46";"";"GSF-München";"-71";"";"GSF-München";"18.6";"";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Jun 1996";"";"01.06.1996";"30.06.1996";"";"227";"ZAMG";"";"";"ZAMG";"";"";"";"";"-7.29";"";"GSF-München";"-51";"";"GSF-München";"25.8";"";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Jul 1996";"";"01.07.1996";"31.07.1996";"";"161";"ZAMG";"";"";"ZAMG";"";"";"";"";"-10.55";"";"GSF-München";"-78.1";"";"GSF-München";"17.9";"";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Aug 1996";"";"01.08.1996";"31.08.1996";"";"238";"ZAMG";"";"";"ZAMG";"";"";"";"";"-9.75";"";"GSF-München";"-70.1";"";"GSF-München";"17.8";"";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Sep 1996";"";"01.09.1996";"30.09.1996";"";"135";"ZAMG";"";"";"ZAMG";"";"";"";"";"-10.33";"";"GSF-München";"-71.8";"";"GSF-München";"18.1";"";"Seibersdorf Research-Arsenal";"10";
"IN70000072";"Reutte";"Reutte";"843";"Okt 1996";"";"01.10.1996";"31.10.1996";"";"115";"ZAMG";"";"";"ZAMG";"";"";"";"";"-12.53";"";"GSF-München";"-91.7";"";"GSF-München";"12.4";"";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Nov 1996";"";"01.11.1996";"30.11.1996";"";"151";"ZAMG";"";"";"ZAMG";"";"";"";"";"-16.83";"";"GSF-München";"-126.7";"";"GSF-München";"10.1";"";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Dez 1996";"";"01.12.1996";"31.12.1996";"";"41";"ZAMG";"";"";"ZAMG";"";"";"";"";"-14.03";"";"GSF-München";"-104.3";"";"GSF-München";"9.1";"";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Jan 1997";"";"01.01.1997";"31.01.1997";"";"3";"ZAMG";"";"";"ZAMG";"";"";"";"";"-15.25";"";"GSF-München";"-114.8";"";"GSF-München";"12.3";"1.2";"Seibersdorf Research-Arsenal";"800";
"IN70000072";"Reutte";"Reutte";"843";"Feb 1997";"";"01.02.1997";"28.02.1997";"";"92";"ZAMG";"";"";"ZAMG";"";"";"";"";"-10.76";"";"GSF-München";"-78.2";"";"GSF-München";"9";"0.5";"Seibersdorf Research-Arsenal";"10";
"IN70000072";"Reutte";"Reutte";"843";"Mär 1997";"";"01.03.1997";"31.03.1997";"";"93";"ZAMG";"";"";"ZAMG";"";"";"";"";"-9.92";"";"GSF-München";"-70.7";"";"GSF-München";"16.8";"0.8";"Seibersdorf Research-Arsenal";"15";
"IN70000072";"Reutte";"Reutte";"843";"Apr 1997";"";"01.04.1997";"30.04.1997";"";"152";"ZAMG";"";"";"ZAMG";"";"";"";"";"-9.81";"";"GSF-München";"-71.5";"";"GSF-München";"17.3";"1";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Mai 1997";"";"01.05.1997";"31.05.1997";"";"63";"ZAMG";"";"";"ZAMG";"";"";"";"";"-9.97";"";"GSF-München";"-73.7";"";"GSF-München";"19.3";"0.9";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Jun 1997";"";"01.06.1997";"30.06.1997";"";"160";"ZAMG";"";"";"ZAMG";"";"";"";"";"-9.14";"";"GSF-München";"-67";"";"GSF-München";"18.9";"1.1";"Seibersdorf Research-Arsenal";"10";
"IN70000072";"Reutte";"Reutte";"843";"Jul 1997";"";"01.07.1997";"31.07.1997";"";"322";"ZAMG";"";"";"ZAMG";"";"";"";"";"-9.29";"";"GSF-München";"-64.4";"";"GSF-München";"17.9";"1.3";"Seibersdorf Research-Arsenal";"0";
"IN70000072";"Reutte";"Reutte";"843";"Aug 1997";"";"01.08.1997";"31.08.1997";"";"107";"ZAMG";"";"";"ZAMG";"";"";"";"";"-8.19";"";"GSF-München";"-57";"";"GSF-München";"15.3";"1.1";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Sep 1997";"";"01.09.1997";"30.09.1997";"";"33";"ZAMG";"";"";"ZAMG";"";"";"";"";"-6.13";"";"GSF-München";"-40.5";"";"GSF-München";"14.7";"0.7";"Seibersdorf Research-Arsenal";"40";
"IN70000072";"Reutte";"Reutte";"843";"Okt 1997";"";"01.10.1997";"31.10.1997";"";"113";"ZAMG";"";"";"ZAMG";"";"";"";"";"-10.54";"";"GSF-München";"-75.2";"";"GSF-München";"8.1";"0.4";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Nov 1997";"";"01.11.1997";"30.11.1997";"";"28";"ZAMG";"";"";"ZAMG";"";"";"";"";"-14.36";"";"GSF-München";"-105.8";"";"GSF-München";"12.4";"0.6";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Dez 1997";"";"01.12.1997";"31.12.1997";"";"112";"ZAMG";"";"";"ZAMG";"";"";"";"";"-17.25";"";"GSF-München";"-129.4";"";"GSF-München";"10.3";"0.6";"Seibersdorf Research-Arsenal";"25";
"IN70000072";"Reutte";"Reutte";"843";"Jan 1998";"";"01.01.1998";"31.01.1998";"";"73";"ZAMG";"";"-1.5";"ZAMG";"";"";"";"";"-16.97";"";"GSF-München";"-126.3";"";"GSF-München";"9.2";"0.5";"Seibersdorf Research-Arsenal";"25";
"IN70000072";"Reutte";"Reutte";"843";"Feb 1998";"";"01.02.1998";"28.02.1998";"";"27";"ZAMG";"";"0.9";"ZAMG";"";"";"";"";"-13.5";"";"GSF-München";"-98.9";"";"GSF-München";"15";"0.7";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Mär 1998";"";"01.03.1998";"31.03.1998";"";"150";"ZAMG";"";"1.5";"ZAMG";"";"";"";"";"-11.61";"";"GSF-München";"-84.4";"";"GSF-München";"8.7";"0.4";"Seibersdorf Research-Arsenal";"10";
"IN70000072";"Reutte";"Reutte";"843";"Apr 1998";"";"01.04.1998";"30.04.1998";"";"68";"ZAMG";"";"6.9";"ZAMG";"";"";"";"";"-14.74";"";"GSF-München";"-110.2";"";"GSF-München";"18.3";"0.9";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Mai 1998";"";"01.05.1998";"31.05.1998";"";"83";"ZAMG";"";"11.7";"ZAMG";"";"";"";"";"-11.29";"";"GSF-München";"-82.2";"";"GSF-München";"20";"0.9";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Jun 1998";"";"01.06.1998";"30.06.1998";"";"188";"ZAMG";"";"15.3";"ZAMG";"";"";"";"";"-9.74";"";"GSF-München";"-71";"";"GSF-München";"17";"0.8";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Jul 1998";"";"01.07.1998";"31.07.1998";"";"134";"ZAMG";"";"16.1";"ZAMG";"";"";"";"";"-6.97";"";"GSF-München";"-47.6";"";"GSF-München";"18.3";"0.8";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Aug 1998";"";"01.08.1998";"31.08.1998";"";"131";"ZAMG";"";"15.6";"ZAMG";"";"";"";"";"-7.45";"";"GSF-München";"-53.8";"";"GSF-München";"14.2";"0.6";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Sep 1998";"";"01.09.1998";"30.09.1998";"";"188";"ZAMG";"";"10.9";"ZAMG";"";"";"";"";"-10.45";"";"GSF-München";"-74.7";"";"GSF-München";"12.4";"0.7";"Seibersdorf Research-Arsenal";"20";
"IN70000072";"Reutte";"Reutte";"843";"Okt 1998";"";"01.10.1998";"31.10.1998";"";"209";"ZAMG";"";"7.6";"ZAMG";"";"";"";"";"-10.81";"";"GSF-München";"-80.2";"";"GSF-München";"12.7";"0.7";"Seibersdorf Research-Arsenal";"10";
"IN70000072";"Reutte";"Reutte";"843";"Nov 1998";"";"01.11.1998";"30.11.1998";"";"116";"ZAMG";"";"-1.2";"ZAMG";"";"";"";"";"-14.29";"";"GSF-München";"-103.8";"";"GSF-München";"9.3";"0.4";"Seibersdorf Research-Arsenal";"15";
"IN70000072";"Reutte";"Reutte";"843";"Dez 1998";"";"01.12.1998";"31.12.1998";"";"63";"ZAMG";"";"-2";"ZAMG";"";"";"";"";"-13.83";"";"GSF-München";"-94.1";"";"GSF-München";"12.9";"0.8";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Jan 1999";"";"01.01.1999";"31.01.1999";"";"106";"ZAMG";"";"-0.4";"ZAMG";"";"";"";"";"-16.58";"";"GSF-München";"-119.8";"";"GSF-München";"9.3";"0.4";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Feb 1999";"";"01.02.1999";"28.02.1999";"";"242";"ZAMG";"";"-3.5";"ZAMG";"";"";"";"";"-16.04";"";"GSF-München";"-117.5";"";"GSF-München";"11.6";"0.5";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Mär 1999";"";"01.03.1999";"31.03.1999";"";"63";"ZAMG";"";"2.9";"ZAMG";"";"";"";"";"-16.67";"";"GSF-München";"-124.9";"";"GSF-München";"11.4";"0.5";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Apr 1999";"";"01.04.1999";"30.04.1999";"";"119";"ZAMG";"";"6.2";"ZAMG";"";"";"";"";"-11.11";"";"GSF-München";"-81.5";"";"GSF-München";"15.2";"0.7";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Mai 1999";"";"01.05.1999";"31.05.1999";"";"445";"ZAMG";"";"12.6";"ZAMG";"";"";"";"";"-9.87";"";"GSF-München";"-68.6";"";"GSF-München";"14.2";"0.8";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Jun 1999";"";"01.06.1999";"30.06.1999";"";"211";"ZAMG";"";"13";"ZAMG";"";"";"";"";"-8.73";"";"GSF-München";"-58.65";"";"GSF-München";"16.5";"0.9";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Jul 1999";"";"01.07.1999";"31.07.1999";"";"136";"ZAMG";"";"16.1";"ZAMG";"";"";"";"";"-8.73";"";"GSF-München";"-61.65";"";"GSF-München";"16.1";"0.9";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Aug 1999";"";"01.08.1999";"31.08.1999";"";"132";"ZAMG";"";"15.2";"ZAMG";"";"";"";"";"-5.61";"";"GSF-München";"-34.9";"";"GSF-München";"11.4";"0.6";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Sep 1999";"";"01.09.1999";"30.09.1999";"";"166";"ZAMG";"";"14.1";"ZAMG";"";"";"";"";"-9.27";"";"GSF-München";"-63.45";"";"GSF-München";"10.7";"0.5";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Okt 1999";"";"01.10.1999";"31.10.1999";"";"58";"ZAMG";"";"7.7";"ZAMG";"";"";"";"";"-10.25";"";"GSF-München";"-70.95";"";"GSF-München";"8.3";"0.4";"Seibersdorf Research-Arsenal";"25";
"IN70000072";"Reutte";"Reutte";"843";"Nov 1999";"";"01.11.1999";"30.11.1999";"";"166";"ZAMG";"";"-0.9";"ZAMG";"";"";"";"";"-17.53";"";"GSF-München";"-127.7";"";"GSF-München";"10.4";"0.5";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Dez 1999";"";"01.12.1999";"31.12.1999";"";"161";"ZAMG";"";"-1.7";"ZAMG";"";"";"";"";"-15.64";"";"GSF-München";"-115.3";"";"GSF-München";"7.1";"0.3";"Seibersdorf Research-Arsenal";"10";
"IN70000072";"Reutte";"Reutte";"843";"Jan 2000";"";"01.01.2000";"31.01.2000";"";"74";"ZAMG";"";"";"ZAMG";"";"";"";"";"-12.94";"";"GSF-München";"-97.45";"";"GSF-München";"8.5";"0.4";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Feb 2000";"";"01.02.2000";"29.02.2000";"";"122";"ZAMG";"";"";"ZAMG";"";"";"";"";"-12.95";"";"GSF-München";"-97.3";"";"GSF-München";"7.9";"0.4";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Mär 2000";"";"01.03.2000";"31.03.2000";"";"226";"ZAMG";"";"";"ZAMG";"";"";"";"";"-11.67";"";"GSF-München";"-85.1";"";"GSF-München";"9.3";"0.4";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Apr 2000";"";"01.04.2000";"30.04.2000";"";"54";"ZAMG";"";"";"ZAMG";"";"";"";"";"-12.27";"";"GSF-München";"-92.3";"";"GSF-München";"13.7";"0.7";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Mai 2000";"";"01.05.2000";"31.05.2000";"";"195";"ZAMG";"";"";"ZAMG";"";"";"";"";"-7.68";"";"GSF-München";"-54.05";"";"GSF-München";"13.9";"0.8";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Jun 2000";"";"01.06.2000";"30.06.2000";"";"108";"ZAMG";"";"";"ZAMG";"";"";"";"";"-4.78";"";"GSF-München";"-28.5";"";"GSF-München";"14.5";"0.8";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Jul 2000";"";"01.07.2000";"31.07.2000";"";"257";"ZAMG";"";"";"ZAMG";"";"";"";"";"-8.33";"";"GSF-München";"-62.05";"";"GSF-München";"12.2";"0.7";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Aug 2000";"";"01.08.2000";"31.08.2000";"";"216";"ZAMG";"";"";"ZAMG";"";"";"";"";"-7.57";"";"GSF-München";"-50.5";"";"GSF-München";"12.1";"0.6";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Sep 2000";"";"01.09.2000";"30.09.2000";"";"140";"ZAMG";"";"";"ZAMG";"";"";"";"";"-10.59";"";"GSF-München";"-78.65";"";"GSF-München";"11";"0.5";"Seibersdorf Research-Arsenal";"10";
"IN70000072";"Reutte";"Reutte";"843";"Okt 2000";"";"01.10.2000";"31.10.2000";"";"91";"ZAMG";"";"";"ZAMG";"";"";"";"";"-15.07";"";"GSF-München";"-111.5";"";"GSF-München";"12.6";"0.5";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Nov 2000";"";"01.11.2000";"30.11.2000";"";"63";"ZAMG";"";"";"ZAMG";"";"";"";"";"-18.25";"";"GSF-München";"-135.1";"";"GSF-München";"6.2";"0.3";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Dez 2000";"";"01.12.2000";"31.12.2000";"";"31";"ZAMG";"";"3.2";"ZAMG";"";"";"";"";"-12.86";"";"GSF-München";"-91.4";"";"GSF-München";"8.4";"0.4";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Jan 2001";"";"01.01.2001";"31.01.2001";"";"61";"ZAMG";"";"-0.2";"ZAMG";"";"";"";"";"-17.52";"";"GSF-München";"-133";"";"GSF-München";"10.6";"0.5";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Feb 2001";"";"01.02.2001";"28.02.2001";"";"117";"ZAMG";"";"1.2";"ZAMG";"";"";"";"";"-12.92";"";"GSF-München";"-106.1";"";"GSF-München";"12.3";"0.5";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Mär 2001";"";"01.03.2001";"31.03.2001";"";"159";"ZAMG";"";"5.4";"ZAMG";"";"";"";"";"-14.555";"";"GSF-München";"-112.9";"";"GSF-München";"8.5";"0.5";"Seibersdorf Research-Arsenal";"0";
"IN70000072";"Reutte";"Reutte";"843";"Apr 2001";"";"01.04.2001";"30.04.2001";"";"133";"ZAMG";"";"5.1";"ZAMG";"";"";"";"";"-11.845";"";"GSF-München";"-94.9";"";"GSF-München";"9.3";"0.6";"Seibersdorf Research-Arsenal";"0";
"IN70000072";"Reutte";"Reutte";"843";"Mai 2001";"";"01.05.2001";"31.05.2001";"";"70";"ZAMG";"";"13.3";"ZAMG";"";"";"";"";"-5.175";"";"GSF-München";"-43.4";"";"GSF-München";"11.9";"0.6";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Jun 2001";"";"01.06.2001";"30.06.2001";"";"325";"ZAMG";"";"12.9";"ZAMG";"";"";"";"";"-10.54";"";"GSF-München";"-78";"";"GSF-München";"13.9";"0.7";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Jul 2001";"";"01.07.2001";"31.07.2001";"";"155";"ZAMG";"";"16.1";"ZAMG";"";"";"";"";"-8.14";"";"GSF-München";"-57.3";"";"GSF-München";"10.3";"0.6";"Seibersdorf Research-Arsenal";"15";
"IN70000072";"Reutte";"Reutte";"843";"Aug 2001";"";"01.08.2001";"31.08.2001";"";"172";"ZAMG";"";"17";"ZAMG";"";"";"";"";"-6.365";"";"GSF-München";"-42.85";"";"GSF-München";"12.4";"0.7";"Seibersdorf Research-Arsenal";"5";
"IN70000072";"Reutte";"Reutte";"843";"Sep 2001";"";"01.09.2001";"30.09.2001";"";"227";"ZAMG";"";"9.8";"ZAMG";"";"";"";"";"-10.385";"";"GSF-München";"-72.8";"";"GSF-München";"12.7";"0.7";"Seibersdorf Research-Arsenal";"25";
"IN70000072";"Reutte";"Reutte";"843";"Okt 2001";"";"01.10.2001";"31.10.2001";"";"44";"ZAMG";"";"12.5";"ZAMG";"";"";"";"";"-10.04";"";"GSF-München";"-70.7";"";"GSF-München";"7.2";"0.4";"Seibersdorf Research-Arsenal";"0";
